id_detalle_pedido,id_pizza,cantidad
46,pollo_pesto_g,1
46,clasica_dlx_g,1
46,pollo_tai_m,1
47,pollo_suroeste_g,1
47,veg_veg_p,1
48,pollo_pesto_m,1
48,jardin_verde_p,1
48,prsc_rucula_g,1
48,ital_picante_g,1
49,siciliana_g,1
50,griega_exg,1
51,pollo_bbq_g,1
51,pep_msh_pep_g,1
52,hawaiana_g,1
52,mexicana_g,1
52,ital_picante_g,1
53,pep_msh_pep_p,1
53,supr_espinaca_m,1
54,prsc_rucula_m,1
54,pollo_tai_g,1
55,salami_peppr_p,1
55,ital_picante_g,1
56,clasica_dlx_m,1
56,mediterranea_g,1
56,pollo_suroeste_m,1
57,clasica_dlx_m,1
58,cinco_quesos_g,1
58,pepperoni_m,1
59,ital_veggie_p,1
59,pep_msh_pep_p,1
59,pepperoni_g,1
60,pollo_pesto_g,1
60,cuatro_quesos_m,1
61,pollo_bbq_m,1
61,supr_italiana_g,1
62,pollo_bbq_m,1
62,supr_espinaca_m,1
63,pep_msh_pep_m,1
64,gran_carne_p,1
65,pep_msh_pep_p,1
65,siciliana_p,1
65,ital_picante_p,1
65,supr_espinaca_m,1
66,clasica_dlx_m,1
66,capocollo_ital_m,1
67,pollo_suroeste_g,1
68,clasica_dlx_m,1
68,supr_italiana_g,1
68,supr_italiana_m,1
69,pollo_bbq_g,1
70,ital_veggie_p,1
70,soppressata_g,1
71,pollo_tai_g,1
72,espinaca_feta_g,1
73,pollo_tai_p,1
74,cinco_quesos_g,1
74,mexicana_g,1
74,espinaca_pesto_p,1
74,supr_espinaca_g,1
75,supr_italiana_p,1
75,mediterranea_g,1
75,napolitana_g,1
76,gran_carne_p,1
76,hawaiana_g,1
76,ital_veggie_g,1
76,ital_picante_g,1
77,pollo_bbq_m,1
77,hawaiana_m,1
78,gran_carne_p,1
78,clasica_dlx_p,1
78,cuatro_quesos_g,1
78,capocollo_ital_m,1
78,ital_picante_g,3
78,pollo_tai_p,1
79,capocollo_ital_g,1
79,pep_msh_pep_p,1
79,pollo_tai_g,1
80,pepperoni_p,1
80,pollo_tai_m,1
81,pollo_tai_g,1
82,gran_carne_p,1
82,pollo_cali_m,1
82,ital_picante_g,1
82,veg_veg_m,1
83,pollo_suroeste_p,1
84,pepperoni_g,1
85,clasica_dlx_m,1
85,clasica_dlx_p,1
85,supr_italiana_g,1
85,griega_m,1
86,hawaiana_g,1
87,capocollo_ital_m,1
87,mexicana_m,1
87,supr_espinaca_g,1
87,supr_espinaca_p,1
88,cinco_quesos_g,1
89,soppressata_g,1
89,pollo_tai_g,1
90,siciliana_g,1
90,pollo_tai_p,1
91,pollo_bbq_g,2
91,pollo_pesto_p,1
91,pepperoni_p,1
92,pollo_bbq_m,1
92,supr_italiana_g,1
92,supr_italiana_m,1
92,ital_veggie_p,1
92,pepperoni_m,1
92,salami_peppr_m,1
92,espinaca_feta_p,1
92,supr_espinaca_p,1
92,griega_m,2
93,siciliana_m,1
94,capocollo_ital_m,1
94,pollo_suroeste_p,1
95,napolitana_p,1
95,salami_peppr_g,1
96,napolitana_p,1
97,gran_carne_p,1
98,clasica_dlx_g,1
98,napolitana_g,1
99,supr_italiana_g,1
100,hawaiana_g,1
101,pollo_cali_g,1
101,pepperoni_g,1
101,soppressata_g,1
101,ital_picante_m,1
102,pollo_bbq_p,1
102,prsc_rucula_p,1
103,supr_espinaca_p,1
104,pollo_bbq_m,1
104,pollo_alfredo_m,1
104,ital_veggie_m,1
104,veg_veg_g,1
105,hawaiana_p,2
105,pepperoni_g,1
105,prsc_rucula_m,1
106,mexicana_g,1
106,ital_picante_g,1
107,pollo_cali_g,1
107,supr_italiana_m,1
107,ital_picante_g,1
107,veg_veg_g,1
108,clasica_dlx_g,1
108,hawaiana_g,1
108,supr_espinaca_g,1
109,capocollo_ital_g,1
109,supr_italiana_g,1
109,pepperoni_m,1
109,prsc_rucula_g,1
110,gran_carne_p,1
110,napolitana_g,1
110,soppressata_g,1
110,ital_picante_p,1
111,pollo_cali_m,1
111,cinco_quesos_g,1
111,pepperoni_m,1
111,espinaca_pesto_g,1
112,pepperoni_p,1
113,pollo_cali_g,1
113,mexicana_g,1
113,pollo_suroeste_m,1
114,pepperoni_g,1
114,siciliana_p,1
115,gran_carne_p,1
115,napolitana_g,1
115,pollo_tai_m,1
116,cinco_quesos_g,1
117,salami_peppr_m,1
117,siciliana_g,1
118,prsc_rucula_g,1
118,espinaca_feta_p,1
119,cuatro_quesos_m,1
120,clasica_dlx_p,1
120,hawaiana_p,1
120,espinaca_feta_g,1
121,pollo_bbq_m,1
121,cuatro_quesos_g,1
121,siciliana_g,1
121,pollo_suroeste_g,1
122,supr_italiana_m,1
123,capocollo_ital_p,1
124,pollo_bbq_p,1
124,siciliana_g,1
124,ital_picante_g,1
124,griega_p,1
125,griega_exg,1
126,veg_veg_g,1
127,pepperoni_m,1
128,ital_picante_p,1
129,gran_carne_p,1
129,griega_m,1
130,hawaiana_p,1
130,capocollo_ital_g,1
130,mexicana_m,1
130,pollo_suroeste_p,1
131,pollo_pesto_g,1
131,cinco_quesos_g,1
131,jardin_verde_p,1
131,supr_espinaca_p,1
132,pepperoni_p,1
133,pollo_bbq_g,1
133,hawaiana_g,1
133,griega_p,1
134,gran_carne_p,1
134,pollo_suroeste_g,1
134,supr_espinaca_p,1
135,veg_veg_g,1
136,cinco_quesos_g,1
136,salami_peppr_p,1
137,mediterranea_g,1
137,pepperoni_p,1
137,ital_picante_m,1
138,pollo_cali_m,1
138,cuatro_quesos_g,1
138,ital_veggie_g,1
138,siciliana_m,1
139,cinco_quesos_g,1
140,prsc_rucula_p,1
140,veg_veg_m,1
141,clasica_dlx_m,1
142,jardin_verde_m,1
143,pollo_cali_p,1
143,clasica_dlx_p,1
143,hawaiana_g,1
143,mexicana_m,1
143,pepperoni_g,1
143,prsc_rucula_p,1
143,pollo_tai_g,1
143,veg_veg_m,1
144,pollo_bbq_m,3
144,gran_carne_p,1
144,pollo_cali_g,1
144,pollo_pesto_m,1
144,cinco_quesos_g,1
144,cuatro_quesos_g,1
144,pep_msh_pep_p,1
144,pollo_suroeste_g,1
144,pollo_suroeste_p,1
144,ital_picante_g,1
144,pollo_tai_m,1
144,veg_veg_g,1
145,griega_p,1
146,pollo_cali_g,1
146,cuatro_quesos_m,1
146,hawaiana_m,1
147,griega_exg,1
148,mediterranea_p,1
149,espinaca_feta_m,1
150,pepperoni_m,1
151,pollo_suroeste_g,1
151,supr_espinaca_p,1
152,hawaiana_p,1
152,espinaca_feta_g,1
152,pollo_tai_p,1
152,griega_m,1
153,mexicana_m,1
154,prsc_rucula_p,1
155,pollo_pesto_p,1
155,napolitana_g,1
155,pepperoni_g,1
155,salami_peppr_g,1
156,napolitana_m,1
156,pollo_tai_g,1
157,supr_italiana_g,1
157,mediterranea_m,1
157,siciliana_m,1
157,espinaca_pesto_m,1
158,ital_veggie_m,1
158,pollo_tai_m,1
159,cuatro_quesos_g,1
159,pollo_tai_m,1
160,clasica_dlx_m,1
161,hawaiana_p,1
161,ital_picante_m,1
161,griega_exg,1
162,gran_carne_p,1
163,hawaiana_m,1
163,pepperoni_g,1
163,griega_m,1
164,pollo_cali_g,1
164,pepperoni_m,1
165,prsc_rucula_m,1
166,prsc_rucula_p,1
167,pollo_bbq_g,1
167,supr_italiana_m,1
167,pepperoni_m,1
168,gran_carne_p,1
168,veg_veg_m,1
169,cuatro_quesos_g,1
169,capocollo_ital_p,1
169,siciliana_m,1
170,hawaiana_g,1
171,napolitana_m,1
172,napolitana_p,1
172,supr_espinaca_m,1
172,pollo_tai_g,1
173,pollo_cali_m,1
173,clasica_dlx_m,1
173,veg_veg_g,1
174,gran_carne_p,1
174,pollo_cali_g,1
174,pollo_cali_m,1
174,capocollo_ital_m,1
175,supr_italiana_g,1
176,pollo_cali_g,1
176,salami_peppr_m,1
177,napolitana_p,1
177,pollo_tai_g,1
178,salami_peppr_g,1
179,hawaiana_g,1
179,siciliana_m,1
179,veg_veg_p,1
180,clasica_dlx_g,1
180,prsc_rucula_g,1
181,mexicana_g,1
182,brie_carre_p,1
182,salami_peppr_g,1
183,napolitana_m,1
183,espinaca_pesto_g,1
183,espinaca_pesto_p,1
184,hawaiana_g,1
185,siciliana_m,1
185,espinaca_pesto_p,1
186,mexicana_g,1
186,pollo_suroeste_g,1
186,espinaca_pesto_g,1
186,pollo_tai_g,1
187,cinco_quesos_g,1
187,espinaca_pesto_g,1
188,cinco_quesos_g,1
188,pepperoni_p,1
188,salami_peppr_g,1
189,gran_carne_p,2
189,pollo_tai_p,1
190,pollo_bbq_g,1
190,cuatro_quesos_m,1
190,pep_msh_pep_p,1
190,prsc_rucula_g,1
191,pollo_cali_g,1
191,pollo_alfredo_m,1
192,siciliana_p,1
192,pollo_suroeste_g,1
193,gran_carne_p,1
193,pollo_cali_m,1
193,pollo_alfredo_g,2
194,pollo_bbq_p,1
195,pollo_bbq_g,1
196,siciliana_p,1
196,ital_picante_m,1
196,veg_veg_m,1
197,cuatro_quesos_g,1
197,capocollo_ital_g,1
197,ital_veggie_g,1
197,soppressata_g,1
198,gran_carne_p,1
198,pollo_alfredo_g,1
199,pollo_alfredo_m,1
200,griega_exg,1
201,calabresa_m,1
201,pollo_pesto_g,1
201,supr_italiana_g,1
201,griega_exg,1
202,pollo_cali_p,1
203,pollo_cali_g,1
203,ital_veggie_m,1
203,pep_msh_pep_g,1
203,griega_p,1
204,ital_picante_g,1
205,pollo_cali_p,1
205,pollo_alfredo_m,1
205,prsc_rucula_p,1
206,napolitana_m,1
206,pepperoni_p,1
206,ital_picante_g,1
207,ital_picante_g,1
208,pollo_bbq_g,1
208,pollo_bbq_p,1
208,pollo_alfredo_m,1
208,pepperoni_m,1
208,griega_m,1
209,pollo_cali_g,1
210,espinaca_feta_p,1
211,pepperoni_p,1
212,capocollo_ital_g,1
213,cuatro_quesos_g,1
214,capocollo_ital_g,1
214,supr_italiana_m,1
214,mexicana_p,1
214,espinaca_pesto_m,1
215,jardin_verde_p,1
216,pollo_bbq_m,1
216,cinco_quesos_g,1
216,hawaiana_g,1
217,clasica_dlx_m,1
217,espinaca_feta_p,1
218,ital_picante_m,1
219,pollo_bbq_g,1
219,cinco_quesos_g,1
219,salami_peppr_m,1
219,espinaca_feta_m,1
220,hawaiana_p,1
220,capocollo_ital_p,1
220,napolitana_g,1
220,ital_picante_g,1
221,cinco_quesos_g,1
221,prsc_rucula_m,1
221,griega_p,1
222,cuatro_quesos_g,1
222,siciliana_p,1
223,pep_msh_pep_p,1
224,pollo_alfredo_p,1
224,supr_italiana_m,1
224,napolitana_m,1
224,pollo_tai_g,1
225,pollo_bbq_g,1
225,pollo_bbq_m,1
225,pollo_suroeste_p,1
226,clasica_dlx_g,1
227,pollo_bbq_m,1
227,griega_m,1
228,ital_veggie_p,1
229,ital_veggie_g,1
229,prsc_rucula_g,1
229,espinaca_pesto_p,1
230,pollo_tai_m,1
231,pollo_cali_g,1
231,napolitana_p,1
231,prsc_rucula_p,1
232,pollo_bbq_m,1
232,supr_espinaca_g,1
233,espinaca_feta_p,1
234,pollo_alfredo_m,1
234,supr_italiana_p,1
234,napolitana_m,1
235,pollo_cali_m,1
236,clasica_dlx_g,1
236,jardin_verde_m,1
237,jardin_verde_p,1
238,espinaca_pesto_g,1
239,supr_italiana_g,1
239,pollo_tai_m,1
240,cuatro_quesos_m,1
241,siciliana_m,1
241,supr_espinaca_g,1
242,calabresa_m,1
242,pollo_tai_g,1
242,veg_veg_m,1
243,clasica_dlx_g,1
243,supr_espinaca_p,1
244,supr_italiana_p,1
244,ital_picante_g,1
245,pollo_bbq_g,1
245,pollo_pesto_g,1
246,pollo_alfredo_m,1
246,pepperoni_g,1
247,hawaiana_m,1
247,siciliana_m,1
247,supr_espinaca_p,1
248,hawaiana_p,1
248,pollo_tai_g,1
249,pollo_bbq_g,1
249,calabresa_p,1
250,cuatro_quesos_m,1
251,mexicana_m,1
252,prsc_rucula_m,1
253,brie_carre_p,1
254,pollo_bbq_g,1
254,brie_carre_p,1
254,cinco_quesos_g,1
255,cinco_quesos_g,1
255,jardin_verde_m,1
255,hawaiana_g,1
255,espinaca_feta_m,1
256,pep_msh_pep_g,1
257,pollo_cali_g,1
257,pollo_alfredo_g,1
258,clasica_dlx_m,1
259,pepperoni_g,1
260,cinco_quesos_g,1
260,griega_g,1
261,brie_carre_p,1
262,pollo_cali_m,1
263,espinaca_pesto_g,1
264,mexicana_m,1
265,pollo_alfredo_m,1
265,mexicana_g,1
265,siciliana_m,1
265,ital_picante_g,1
266,salami_peppr_m,1
267,cuatro_quesos_g,1
267,mediterranea_g,1
267,napolitana_p,1
268,supr_italiana_g,1
268,pepperoni_p,1
269,pollo_alfredo_m,1
270,pollo_suroeste_g,1
270,espinaca_pesto_g,1
270,pollo_tai_g,1
271,gran_carne_p,1
271,pollo_cali_m,2
271,pollo_alfredo_m,2
271,pollo_pesto_g,2
271,clasica_dlx_m,1
271,supr_italiana_m,1
271,siciliana_p,1
271,soppressata_m,1
271,pollo_suroeste_m,1
271,griega_p,1
272,supr_italiana_m,1
273,soppressata_p,1
274,cuatro_quesos_g,1
274,pollo_tai_g,1
275,clasica_dlx_g,1
275,cinco_quesos_g,1
275,pepperoni_p,1
275,siciliana_m,1
276,cinco_quesos_g,1
276,ital_picante_g,1
277,cuatro_quesos_m,1
278,ital_veggie_m,1
278,pollo_suroeste_g,1
279,pollo_cali_m,1
279,pollo_alfredo_m,1
280,prsc_rucula_m,1
280,veg_veg_m,1
281,siciliana_p,1
282,clasica_dlx_p,1
282,cinco_quesos_g,1
282,salami_peppr_g,1
282,espinaca_pesto_g,1
283,napolitana_m,1
284,cuatro_quesos_m,1
284,hawaiana_p,1
284,napolitana_m,1
285,prsc_rucula_g,1
286,supr_italiana_m,1
286,salami_peppr_g,1
287,supr_italiana_m,1
287,pep_msh_pep_m,1
287,pepperoni_m,1
287,siciliana_p,1
288,brie_carre_p,1
288,prsc_rucula_g,1
288,supr_espinaca_g,1
289,cinco_quesos_g,1
290,clasica_dlx_p,1
290,veg_veg_m,1
291,pollo_bbq_g,1
291,pollo_alfredo_m,2
291,cuatro_quesos_m,1
292,espinaca_pesto_m,1
292,espinaca_feta_g,1
293,clasica_dlx_p,1
293,ital_veggie_p,1
294,pollo_bbq_m,1
294,supr_italiana_g,1
294,pollo_tai_g,1
295,pollo_cali_m,1
296,jardin_verde_p,1
296,capocollo_ital_p,1
296,pollo_tai_m,1
297,pollo_suroeste_m,1
298,pollo_cali_m,1
298,pollo_cali_p,1
298,pollo_alfredo_m,1
298,clasica_dlx_p,1
299,clasica_dlx_p,1
299,espinaca_feta_m,1
300,gran_carne_p,1
300,capocollo_ital_p,1
300,ital_veggie_p,1
300,supr_espinaca_p,1
301,napolitana_g,1
302,salami_peppr_g,1
303,gran_carne_p,1
303,capocollo_ital_m,1
303,pepperoni_p,1
304,hawaiana_p,1
304,mexicana_g,1
305,pepperoni_g,1
305,siciliana_p,1
305,ital_picante_m,1
306,gran_carne_p,1
306,hawaiana_p,1
306,napolitana_m,1
307,clasica_dlx_g,1
307,pollo_tai_m,1
308,hawaiana_g,1
308,pep_msh_pep_g,1
308,pollo_tai_p,1
309,cinco_quesos_g,1
309,salami_peppr_m,1
310,hawaiana_p,1
310,pollo_tai_p,1
311,siciliana_g,1
312,gran_carne_p,1
312,brie_carre_p,1
312,pollo_alfredo_m,1
312,siciliana_m,1
313,clasica_dlx_m,1
314,calabresa_m,1
314,cinco_quesos_g,1
314,jardin_verde_m,1
314,hawaiana_m,1
314,veg_veg_m,1
315,clasica_dlx_m,1
316,hawaiana_p,1
316,supr_italiana_m,1
317,pollo_cali_p,1
317,clasica_dlx_m,1
317,cuatro_quesos_g,1
317,hawaiana_p,1
317,pep_msh_pep_g,1
317,prsc_rucula_p,1
317,espinaca_feta_p,1
318,capocollo_ital_g,1
318,mexicana_g,1
318,soppressata_p,1
318,ital_picante_g,1
319,supr_italiana_m,1
320,pollo_cali_m,1
320,pollo_pesto_g,1
321,supr_italiana_g,1
322,pollo_cali_g,1
322,pollo_pesto_g,1
322,clasica_dlx_p,1
322,pollo_tai_g,1
323,clasica_dlx_m,1
324,cinco_quesos_g,1
325,clasica_dlx_p,1
325,veg_veg_p,1
326,pollo_cali_m,1
326,supr_espinaca_g,1
327,clasica_dlx_m,1
328,mediterranea_g,1
329,ital_picante_g,1
329,supr_espinaca_m,1
330,gran_carne_p,1
330,pollo_alfredo_m,1
330,clasica_dlx_m,1
330,clasica_dlx_p,1
330,cinco_quesos_g,1
330,cuatro_quesos_g,2
330,hawaiana_g,1
330,pep_msh_pep_g,1
330,salami_peppr_p,1
330,siciliana_g,1
330,ital_picante_g,1
330,ital_picante_m,1
330,espinaca_feta_g,1
330,griega_m,1
331,prsc_rucula_m,1
332,siciliana_m,1
332,pollo_suroeste_g,1
332,pollo_tai_m,1
333,pollo_alfredo_m,1
334,calabresa_g,1
334,pepperoni_m,1
334,pollo_suroeste_m,1
334,pollo_tai_g,1
335,mediterranea_g,1
336,prsc_rucula_g,1
337,hawaiana_g,1
337,pepperoni_g,1
338,mexicana_g,1
338,pollo_tai_g,1
338,griega_exg,1
339,ital_picante_m,1
340,salami_peppr_p,1
341,pollo_bbq_m,1
341,pepperoni_p,1
342,siciliana_g,1
342,pollo_suroeste_g,1
343,cinco_quesos_g,1
343,cuatro_quesos_m,1
344,capocollo_ital_m,1
345,salami_peppr_p,1
345,espinaca_feta_p,1
346,jardin_verde_p,1
346,hawaiana_p,1
346,capocollo_ital_g,1
346,napolitana_p,1
347,espinaca_feta_g,1
347,pollo_tai_g,1
347,veg_veg_m,1
348,clasica_dlx_m,1
348,pollo_tai_g,1
348,pollo_tai_p,1
349,pepperoni_g,1
350,clasica_dlx_g,1
350,pepperoni_m,2
350,ital_picante_p,1
351,gran_carne_p,1
351,hawaiana_m,1
352,gran_carne_p,1
352,capocollo_ital_g,1
353,pollo_bbq_g,1
353,pollo_cali_g,1
353,prsc_rucula_p,1
354,jardin_verde_p,1
354,veg_veg_g,1
355,pollo_alfredo_m,1
355,supr_italiana_m,1
356,pollo_alfredo_m,1
357,pollo_cali_g,1
357,pollo_suroeste_p,1
357,espinaca_feta_p,1
358,supr_italiana_m,1
359,jardin_verde_m,1
359,pollo_tai_g,1
360,pollo_bbq_g,1
360,jardin_verde_p,1
360,hawaiana_p,1
361,gran_carne_p,2
361,capocollo_ital_p,1
362,pollo_bbq_m,1
362,mexicana_g,1
363,mediterranea_g,1
363,mexicana_g,1
364,supr_italiana_m,1
364,griega_exg,1
365,cuatro_quesos_m,1
365,mediterranea_g,1
365,pepperoni_m,1
366,capocollo_ital_g,1
367,hawaiana_g,1
367,espinaca_feta_m,1
368,espinaca_pesto_m,1
368,pollo_tai_g,1
369,espinaca_feta_m,1
370,cuatro_quesos_g,1
370,hawaiana_p,1
371,pepperoni_m,1
372,espinaca_feta_p,1
373,pollo_pesto_p,1
373,clasica_dlx_m,1
373,siciliana_g,1
374,gran_carne_p,1
374,pollo_alfredo_m,1
374,salami_peppr_p,1
375,mexicana_m,1
376,griega_exg,1
376,veg_veg_g,1
377,hawaiana_m,1
377,pollo_tai_g,1
378,ital_veggie_p,1
379,pollo_tai_g,1
380,calabresa_m,1
380,pollo_cali_m,1
381,pollo_suroeste_m,1
382,pollo_tai_p,1
382,veg_veg_m,1
383,ital_picante_m,1
384,hawaiana_p,1
384,capocollo_ital_m,1
384,mediterranea_m,1
384,griega_p,1
385,veg_veg_g,1
386,ital_veggie_p,1
386,soppressata_m,1
386,pollo_tai_m,1
387,pollo_bbq_p,1
387,gran_carne_p,1
387,pollo_pesto_m,1
387,cinco_quesos_g,1
387,pepperoni_p,1
387,ital_picante_g,1
387,espinaca_feta_p,1
388,pollo_bbq_p,1
388,pollo_alfredo_m,1
388,mediterranea_m,1
388,veg_veg_p,1
389,espinaca_pesto_g,1
390,pep_msh_pep_g,1
391,griega_m,1
392,gran_carne_p,1
392,calabresa_p,1
392,pollo_cali_g,1
392,pepperoni_p,2
392,prsc_rucula_g,1
392,siciliana_g,1
392,soppressata_g,1
392,ital_picante_g,1
393,jardin_verde_p,1
393,hawaiana_g,1
394,gran_carne_p,1
394,pollo_pesto_p,1
394,hawaiana_g,1
394,hawaiana_p,1
394,pep_msh_pep_g,1
394,pepperoni_m,3
394,pepperoni_p,1
394,siciliana_g,1
394,ital_picante_g,1
394,espinaca_pesto_p,1
394,pollo_tai_g,1
394,veg_veg_p,1
395,napolitana_m,1
396,espinaca_feta_p,1
397,cinco_quesos_g,2
397,hawaiana_g,1
397,pepperoni_m,1
398,pepperoni_p,1
399,pollo_bbq_m,1
399,pollo_cali_g,1
399,cuatro_quesos_m,1
399,griega_m,1
400,pepperoni_m,1
400,pollo_tai_g,1
401,veg_veg_m,1
402,cuatro_quesos_g,1
402,supr_italiana_m,1
403,pollo_bbq_p,1
403,clasica_dlx_g,1
403,prsc_rucula_p,1
404,pollo_pesto_g,1
405,siciliana_g,1
406,pollo_alfredo_m,1
406,clasica_dlx_m,1
406,ital_veggie_p,1
407,pollo_cali_m,1
407,clasica_dlx_g,1
407,pepperoni_m,1
408,brie_carre_p,1
408,salami_peppr_m,1
409,pepperoni_g,1
410,gran_carne_p,2
410,mediterranea_m,1
410,griega_exg,1
411,supr_italiana_m,1
411,pollo_suroeste_g,1
412,brie_carre_p,1
412,supr_espinaca_m,1
413,griega_p,1
414,clasica_dlx_p,1
414,cinco_quesos_g,1
414,supr_italiana_m,1
415,pollo_cali_p,1
416,espinaca_feta_g,1
417,pepperoni_p,1
418,pollo_pesto_m,1
418,siciliana_m,1
419,pollo_bbq_g,1
419,hawaiana_g,1
419,ital_veggie_m,1
419,veg_veg_p,1
420,cinco_quesos_g,1
420,pep_msh_pep_p,1
421,pollo_bbq_g,1
421,calabresa_g,1
421,pollo_pesto_p,1
422,cuatro_quesos_g,1
422,supr_italiana_m,1
422,espinaca_feta_m,1
423,supr_italiana_g,1
423,siciliana_p,1
424,pepperoni_m,1
425,soppressata_m,1
426,clasica_dlx_m,1
426,siciliana_p,1
426,soppressata_m,1
427,espinaca_feta_g,1
428,calabresa_g,1
428,capocollo_ital_p,1
429,ital_picante_m,1
430,jardin_verde_m,1
430,siciliana_p,1
431,gran_carne_p,1
431,pollo_alfredo_p,1
431,cuatro_quesos_g,1
431,hawaiana_g,1
432,capocollo_ital_p,1
432,pollo_tai_g,1
432,veg_veg_p,1
433,ital_picante_g,1
434,napolitana_m,1
434,ital_picante_g,1
434,veg_veg_g,1
435,clasica_dlx_m,1
435,pep_msh_pep_m,1
435,supr_espinaca_p,1
436,clasica_dlx_g,1
436,supr_italiana_m,1
436,pep_msh_pep_p,1
436,salami_peppr_p,1
437,pollo_bbq_m,1
438,veg_veg_m,1
439,pollo_alfredo_m,1
439,pepperoni_m,1
439,griega_p,1
440,calabresa_m,1
440,pollo_alfredo_m,1
440,cinco_quesos_g,1
440,cuatro_quesos_g,1
440,cuatro_quesos_m,1
440,jardin_verde_g,1
440,jardin_verde_m,1
440,hawaiana_g,1
440,ital_veggie_g,1
440,pepperoni_g,1
440,ital_picante_g,1
440,espinaca_feta_p,1
440,pollo_tai_g,1
440,veg_veg_m,1
441,ital_picante_g,1
441,pollo_tai_g,1
442,salami_peppr_g,1
443,gran_carne_p,1
443,pollo_cali_m,2
443,cuatro_quesos_g,1
443,capocollo_ital_m,1
443,ital_veggie_m,1
443,mexicana_g,1
443,pepperoni_g,1
443,siciliana_g,1
443,siciliana_m,1
443,pollo_suroeste_m,1
443,ital_picante_g,1
443,ital_picante_p,1
443,supr_espinaca_m,1
443,pollo_tai_m,1
444,cuatro_quesos_m,1
445,hawaiana_g,1
446,gran_carne_p,1
446,ital_veggie_m,1
446,siciliana_g,1
447,cinco_quesos_g,1
448,hawaiana_p,1
448,pep_msh_pep_m,1
448,siciliana_m,1
449,pollo_tai_g,1
450,gran_carne_p,1
451,cinco_quesos_g,1
451,capocollo_ital_m,1
451,pollo_suroeste_g,1
452,pollo_bbq_m,1
452,gran_carne_p,1
452,siciliana_m,1
453,pollo_cali_p,1
453,cuatro_quesos_g,1
453,siciliana_m,1
453,pollo_tai_g,1
454,ital_picante_m,1
455,supr_italiana_g,1
456,espinaca_feta_g,1
457,pollo_cali_g,1
457,pollo_alfredo_m,1
457,clasica_dlx_m,1
458,prsc_rucula_m,1
458,supr_espinaca_m,1
458,griega_p,1
459,ital_picante_g,1
460,jardin_verde_p,1
460,supr_italiana_m,1
461,pollo_cali_m,1
461,hawaiana_p,1
462,espinaca_feta_p,1
463,pollo_bbq_g,1
463,prsc_rucula_m,1
464,pollo_bbq_g,1
464,calabresa_m,1
465,napolitana_p,1
466,espinaca_feta_g,1
466,griega_exg,1
467,prsc_rucula_p,1
468,cuatro_quesos_g,1
